retrieval_gt,qid,query,generation_gt
[['52ccf41c-81d0-417d-9796-1cafb7a7d321']],73c0a8e3-e794-4da1-95d4-0854a92d0f1f,계약 전 알릴 의무 사항에 대해서 무엇을 해야 하는가?,['보험자는 아래 질문들에 대해 사실대로 알려야 하며 직접 작성해야 합니다.']
[['7b2b8b06-0d65-4042-8af8-e38d4e134889']],27e9be1d-039a-4de6-a16c-f8c53391e3b5,계약자나 피보험자가 건강진단을 할 때 반드시 알려야 하는 사실은 무엇인가요?,['진단계약에서 의료법 제3조(의료기관)에 대하여 알고 있는 사실을 반드시 사실대로 알려야 합니다.']
[['66b7f007-97e2-41e0-8d8b-373da1247a64']],8ae8dd23-c7b6-4e45-ab74-e4c9da742d0e,전동킥보드나 전동이륜평행차 등 개인형 이동장치를 사용하실 계획이신가요?,"['아니요, 사용하지 않을 예정입니다.']"
[['38334cd7-ccac-4204-b5a4-0d3fdb573655']],8f7d70c7-1a54-45d1-8e93-d0699b9c8c53,어떤 경우에 특약보험가입금액의 2%가 지급되는가?,"['피보험자가 특약보험기간 이후에 부암 또는 갑상선암으로 진단확정되고, 그 질병의 직접적인 치료를 받았을 때.']"
[['e752fd6b-4580-4786-b65d-0835cf2d5e79']],7f2058e3-36d7-43a0-95eb-7319eb67a43c,"""사망시 계약자적립액 지급형 상품""은 어떤 내용을 예시하고 있는가?",['사망시 지급되는 계약자적립액과 보험료를 예시하고 있습니다.']
[['8bd55434-21d7-4bee-bc9d-cc3275fb657c']],c93f74eb-08fb-4929-97d1-0f9d15855bef,보험상품의 사망보험금이 보험료를 초과하는 경우에 대해서 어떻게 처리되는가?,"['이미 납입한 주계약 보험료를 초과하는 경우, 사망보험금으로 지급하여 드립니다.']"
[['901c21a1-61f0-4116-a814-37754e18fceb']],64f4284f-91da-4409-a1cd-a625b85ca65c,"신한간편가입큐브종합건강보장보험(무배당, 해약환급금 미지급형)의 보험종목의 명칭은 무엇인가?","['일반형, 신한큐브종합건강보장보험(무배당).']"
[['3320678f-8582-4bc8-bd58-f9aee2537ca3']],def0e72d-d125-465e-a48b-15c3ecb4a441,입원급여금 지급사유가 발생하고 계속 입원 중에 1년 이상이 될 경우에는 어떻게 되는가?,['계약일부터 1년 이상이 된 날부터 삭감하지 않습니다.']
[['b2f1e442-056c-43cc-a70f-622101ee7904']],a88bed1a-64f5-4a9e-868d-fddea57a324a,해약환급금을 계산할 때 기준이 되는 종목은 무엇인가?,"['""일반형""입니다.']"
[['6f7ee365-ee4e-4e54-9872-c7c4ff12c7ae']],b4c07113-d863-4900-bea0-eb2d4162028d,입원급여금의 지급일수는 어떻게 산정되는가?,['전후에 계속되는 총 입원일을 기준으로 1회 입원당 10일을 산정합니다.']
[['05a98083-fb9a-4ec4-8bce-9740d62f7c3f']],ff5ccbf6-46d0-4a4d-a8af-89d2395dd182,중증 갑상선암 특약의 보험기간과 보험료 납입기간이 어떤 경우에 한정되는가?,['대상계약의 보험료 납입기간이 동일한 경우에 한정된다.']
[['199075d0-8985-4075-9a2c-cd5e2234c044']],da4f958e-d51a-4a7b-a1e3-a34eb47bda59,특약보험가입금액의 지급사유가 최초계약의 1년 미만에 발생한 경우 어떻게 지급이 될까요?,"['최초계약의 1년 미만에 발생한 경우 ""특약보험가입금액의 50%""를 지급합니다.']"
[['d6dcd802-6aff-427c-aa86-b979ee23a628']],db4a8182-3cb3-4179-b829-305280feeca5,기타피부암 및 갑상선암의 주요치료에 대해서 어떤 내용이 포함되는가?,"['기타피부암 또는 갑상선암의 직접적인 치료를 위한 수술, 항암약물치료 또는 항암방사선치료가 포함됩니다.']"
[['e9ffba60-f1fd-4e63-86a1-fd401865ca58']],d3eafe25-3888-4832-b20a-a7a0a52ccee2,"최근 3년 이내에 질병이나 사고로 인하여 입원 또는 수술을 받은 적이 있습니까? (예, 아니오)",['아니오.']
[['b2ae9d23-080d-46f0-ab1e-25cacac41a13']],314930a7-50a5-44c7-8ac7-f48a3734d5f8,사망을 보험금 지급사유로 하는 계약에서 피보험자의 서면에 의한 동의를 얻지 않은 경우에는 어떠한 경우에 해당되지 않는가?,['피보험자로 하는 계약을 체결하는 경우.']
[['711b0cac-1857-47d7-91ae-1d108468e6f1']],825e6a5c-17cc-4449-9fc5-95a88f8a8ea7,『보험료할인』의 조건은 무엇인가요?,['『보험료할인』의 조건은 특별할인 혹은 담보제공할인 등이 있습니다.']
[['6a84dd47-9917-408b-ace3-de7c4e2beee4']],3c18a2cb-be4d-4271-98ae-ffa884306299,간편 종단일금액보장수술특약 무배당 상품의 사망보험금은 얼마인가?,['50만원.']
[['beb4db89-4c89-4853-8752-6488f53b117a']],834338c4-d1d3-4440-a589-fba5dc21e7ba,사망시 계약자적립액 지급형 피보험자가 사망할 경우 상품은 대비되는 것은 무엇인가?,['이 계약자적립액.']
[['f6705758-6ae6-496f-87ae-d8d64e506c67']],b6c62385-d150-4bd0-9ea2-c73168cdcdc8,SHINHAN LIFE 284 상품의 특약 형태는 무엇인가요?,"['50%장해납입면제형 보험료납입면제특약(무배당, 갱신형).']"
[['3ac3989a-7e7d-4ea9-b981-8c980b818695']],f551ebef-1fb3-4a56-9661-35f1586fc32b,해약환급금이란 어떻게 계산되는가?,['해약환급금 = 납입보험료 누계액 주①(주①) ×“일반형”의 해약환급률 주②(주②)로 계산됩니다.']
[['5fa59079-0696-4e5d-ad49-6af3f28ff200']],0b7b06c3-524b-40fb-bb40-68879cbdbb94,부가가능 특약 중 갱신형 특약의 특이사항은 무엇인가요?,['갱신형 특약은 갱신시 특약료율이 조정됩니다.']
[['a8e5d1d1-e1b6-451e-9891-88a8c10efab6']],6cba51d2-efe3-468a-971a-d9004f7743f0,SHINHAN LIFE 620 상품의 특약 내용은 무엇인가요?,"['(간편)급성심근경색증진단특약(무배당, 해약환급금 미지급형)입니다.']"
[['5f744288-b70d-408d-9c60-6acad30d1890']],8b3f536d-7a2d-4eb4-b83b-a06080757254,카티 항암약물허가치료 적응증을 받았을 때 특약보험기간 중에 지급받을 수 있는 금액은 무엇인가요?,['카티(CAR-T)항암약물허가치료 적응증을 받았을 때 특약보험기간 중에는 급여금을 지급받을 수 있습니다.']
[['315c6e2d-d4a0-46d0-9412-25cc44977ec0']],3eedf149-73d2-46b4-8649-5adb3655bde6,최초계약의 계약일부터 1년이 되는 시점의 계약해당일의 전날까지는 무엇을 의미하는가?,"['보험료 환급특약 적용 기간으로서, 보험금 청구가 있지 않은 경우 보험료를 환급 받을 수 있는 기간을 의미한다.']"
[['2a292a5f-3299-419a-b7bd-ec176a76c216']],306c01fc-0983-4a74-9520-84bf1c6bb566,특약보험기간 발생하였을 경우에는 어떤 효력이 발생하게 될까요?,['효력이 그때부터 발생한 보험료납입면제사유가 없습니다.']
[['b475cac1-4be0-41ea-b0af-42ce757093c4']],b940b780-db21-42b8-bc98-0b32a43a9c86,급성뇌경색증 혈전용해치료 보장계약 보장계약에서 혈전용해치료를 받을 경우에 최초 1회에는 어느 정도의 금액을 지급받을 수 있는가?,['최초 1회에는 특약보험가입금액의 10%를 지급받을 수 있습니다.']
[['cf974b24-7756-492f-8400-bc711c27c1a4']],616db8e2-4fb9-4065-90ed-968ddca7e12b,"보험가입 후 사기사실이 적발된 경우, 회사가 계약을 취소할 수 있는 기간은 얼마인가요?","['사기사실이 적발된 경우, 회사가 계약을 취소할 수 있는 기간은 보장개시일부터 5년 이내입니다.']"
[['c63ff009-b880-4db5-96f4-8dae5be956a3']],9fb4f525-a6ce-4940-bddd-9ab9b4ab0572,어떤 경우에 사망보험금 지급 시 피보험자의 동의를 얻지 않아도 되는가?,"['다만, 단체 단체변조대한경우.얻지않은포함 에다만및신뢰성을확인전자문서동의를본인의한방지에위조갖춘전부 또는 일부를 피보험자로 하는 계약을 체결하는 경우에는 이를 적용하지 않습니 않습니경우에는일부를따라 구성원의 전부이를체결하는또는구성원의계약을피보험자로가 규약에 따라하는규약에가적용하지피보험자 또는 그 상속인이 아닌 자로 지정할 때에는 단체의 규약에서 명 명상속인이자로단체의다 이 때 단체보험의 보험수익자를 피보험자지정할단체보험의아닌또는보험수익자를이규약에서때다.그때에는시적으로 정한 경우가 아니면 이를 적용합니다 적용합니다.']"
[['70bfc16a-7dcb-4dba-81fc-25eccc53c93e']],c9e3bb49-8976-4a94-ad4e-959ce3128e45,간편 첫날부터중환자실입원특약의 특약보험기간은 어떤 경우에 입원당 60일 한도가 적용되는가?,"['「피보험자가 질병 또는 재해로 인한 직접적인 치료를 목적으로 중환자실에 입원」하였을 때 (다만, 중환자실에 계속 입원한 회 입원당 60일 한도가 적용).']"
[['1bd984d0-2561-4f50-86a6-5bebf31dd21c']],8fae2afe-6f0e-4ef9-a809-fdd9045b57a8,보험금 지급기간이란 무엇을 의미하는가?,"['""보험금 지급기간""은 보험금 지급 대상이 되는 기간을 말합니다.']"
[['1d24197c-385b-4459-b2a6-88c6c5d633cd']],e7e2374e-ccaf-4600-8c32-1c19a1fdfd9b,차량을 이상의 차종을 사용하는 경우에 해당되는 사항은 무엇인가요?,['해당되는 사항을 모두 기재하셔야 합니다.']
[['d8b30d51-840c-4bf2-9190-9724074cfe44']],bae5dcfa-85ff-4cf0-99b6-32469c4924c0,이 상품은 피보험자가 사망할 경우 어떠한 상품인가요?,['사망시 계약자적립액 지급형 상품입니다.']
[['04879a77-73ec-48e9-b5fc-7abbff364a48']],5a941ec6-3e41-4c37-a959-7dfdb8650abe,3종 보장계약의 특약보험기간 중 피보험자가 질병 또는 재해로 인한 그 직 직 피보험자가 재해로 그 특약보험기간 중 질병 또는 인한 종 수술분류표에서 정하는 특약으로 인해 수술을 받았을 때 지급되는 보험금은 어떤 기준으로 지급되는가?,['보험가입금액의 10%를 최초계약의 약일부터 1년 미만에 재해 이외의 원인으로 발생한 경우에 5%까지 지급됩니다.']
[['b2e604b8-8b2e-4cf2-8247-71c998e97c6d']],a0f4fcff-4479-4c32-ad0b-a90dd16a0737,"뇌혈관질환진단특약(무배당, 갱신형)의 특약보험기간은 어떻게 되는가?","['뇌혈관질환진단특약(무배당, 갱신형)의 특약보험기간은 간편 기본으로 되어 있습니다.']"
[['6972957b-a332-4162-86dd-43a5ea84d3b7']],4b5aa757-381c-48f5-8d26-6f05ba9af76c,"신한간편가입큐브종합건강보장보험(무배당, 간편 첫날부터 상급종합병원입원특약 무배당 해약환급금 미지급형)의 가입금액 상급종합병원입원급여금은 얼마인가요?",['100만원.']
[['b50a34d4-c109-4a69-99e6-73255edf629e']],7ced92e9-0d9b-4cbb-a31f-fd68995a3860,"""특약의 '중증 갑상선암'은 어떠한 질병을 포함하고, '중증 이외 갑상선암'은 어떤 질병을 제외하는가?","[""'중증 갑상선암'은 '수질성암(Medullary carcinoma)' 또는 '역형성암(Anaplastic carcinoma)'을 포함하며, '중증 이외 갑상선암'은 '수질성암' 또는 '갑상선암(Anaplastic carcinoma)'을 제외합니다.""]"
[['690be491-90f3-454d-b589-697a683443d7']],56786053-7d34-427e-b031-f1a275bce402,입원급여금의 최고한도는 어떻게 결정되는가?,"['입원급여금의 최고한도는 계약일부터 삭감하지 않고, 1회 입원당 10일을 기준으로 최고한도로 결정됩니다.']"
[['1284f129-306e-4d49-ab37-bd29edab92b4']],d33b738b-678e-4207-81c6-5b419c49316a,암주요치료 지원금은 어떤 사유로 지급되는가?,['암주요치료를 받을 경우에 암주요치료 지원금이 지급된다.']
[['0a272e42-d4ce-4ea7-bd99-41f1dc81ecc0']],cf513c9d-a55d-4b2c-9854-b6c97646b9ef,"""기타피부암""과 ""갑상선암""에 대한 보험금 지급기간은 어떻게 되는가?","['""기타피부암""과 ""갑상선암""에 대한 보험금은 최초 진단확정일로부터 치료를 받은 날까지입니다.']"
[['f8c9d2d4-c85b-455a-859b-b19cebe90317']],0a7273d2-3653-46e7-af95-c8c26529c108,"신한생명이 판매하는 (간편)암수술특약(무배당, 갱신형) 상품의 번호는 몇 번인가?","['(간편)암수술특약(무배당, 갱신형) 상품의 번호는 807부터 821까지이며, 각각의 번호는 2,212,152,200,000,003,406부터 2,212,152,200,000,003,413까지입니다.']"
[['a3516f24-d735-4ef4-aab3-c381d004ee74']],e1d62641-6c8f-457c-bcc1-8977a34342de,특약이 취소 또는 철회된 경우에는 어떻게 됩니까?,['그 특약은 그때부터 효력이 없어지며 지급하지 않습니다.']
[['1c764f8e-76a0-492d-8bc0-2d975bd52345']],1fcb17dd-9d24-42a2-9b2e-d615b25de4de,특약보험기간 중 피보험자가 사망한 경우에는 어떠한 처리가 이루어지나요?,"['특약보험기간 중 피보험자가 사망한 경우, 적립액이 계약자에게 지급됩니다.']"
[['f88d8a78-092b-480e-b0e4-c153bc06aed9']],b68d42bb-8fad-420c-a2e3-db20b5047e38,"중 사망하거나 이 특약의 보험금 지급사유가 더 이상 발생할 수 없는 경우, 이 특약은 어떤 사유로 효력이 없어지나요?","['이 특약의 피보험자가 특약보험기간 중 사망하거나 이 특약의 보험금 지급사유가 더 이상 발생할 수 없는 경우, 그때부터 효력이 없어집니다.']"
[['08649f07-5949-4b39-ab40-e1cea69faeb9']],d8283bf3-6c88-43d9-b5e9-b8fd7b3aa441,"""해당하는 질병 중 '갑상선암'을 제외한 나머지 갑상선암을 말하는 것은 무엇인가요?","['해당하는 질병 중 ""중증 갑상선암""을 제외한 나머지 갑상선암을 말합니다.']"
[['f04b909d-9e67-456f-9673-f69e382b3ba6']],c0bb48a9-0dd3-4c83-afa2-8aa795e130d2,간편종합병원암주요치료플러스특약 무배당 갱신형의 해약환급금은 어떤 형태로 이루어지나요?,['간편종합병원암주요치료플러스특약 무배당 갱신형의 해약환급금은 미지급형으로 이루어집니다.']
[['2b2e9801-a4b8-480e-8db7-eacd71e86649']],2fcf2bcc-2c22-4f2c-be07-e333db7c6df6,"어떤 상품은 (간편)급성심근경색증진단특약(무배당, 해약환급금 미지급형)를 포함하고 있는가?","['(간편)급성심근경색증진단특약(무배당, 해약환급금 미지급형)을 포함하고 있다.']"
[['b80bc90e-39a4-44d8-98ae-0f2a05217958']],d4d0f513-c750-4731-a23e-a4ba0011803c,"뇌혈관질환진단특약(무배당, 갱신형 갱신형)의 상품 종류는 무엇인가?",['뇌혈관질환진단특약 무배당.']
[['795bec1e-f992-4c8a-b8be-dfe52aea6baf']],b687a27a-8e04-49f2-ad05-9572f56bf0d2,간편 카티 항암약물허가치료특약 무배당의 특약 종류는 무엇인가?,"['(간편)카티(CAR-T)항암약물허가치료특약(무배당, 갱신형).']"
[['c6fbcc23-f44b-418a-80cb-54a516daf523']],44cbb7c4-4524-42d8-b0d9-60a10096b4d7,"현대하이퍼건강보험(비갱신형, 해약환급금 지급형)의 보험해약 시 해약환급율은 어떻게 되는가?",['보험계약 해지 후 12개월 이내에 해약 시에는 70%의 해약환급율이 적용됩니다.']
[['bbf80f9f-e5d1-43c6-8c36-8e5620c721a8']],e1fc8a00-23d5-467b-bd6b-8bdd36a019ab,보험상품에서 지급사유가 발생한 경우에 지급되는 금액은 어떻게 되는가?,"['계약일부터 2년 미만에 지급사유가 발생한 경우에는 상기 지급금액의 50%가 지급되며, 중대한 화상 및 부식 진단시에는 삭감 제외됩니다.']"
[['22429331-0a35-4756-9956-a71883fdeda9']],baecb9a5-9c37-4bfb-9b48-225f0bbf4a5b,보험료 납입을 면제하는 특약에 대해 언제 해당되지 않는가?,"['주계약의 보험료 납입 면제가되지 않는 경우, 보험료 납입 면제가 되지 않는다.']"
[['f0ab6508-e9a5-4abd-a254-a590baa96adc']],1cee11da-e5c2-458d-a45c-64438ba67053,이 계약이 해지될 경우 해약환급금이 있는가?,"['아니오, 해지될 경우 해약환급금이 없다.']"
[['aad333a3-ae9a-4b82-8031-cb838462aa89']],0ca31d6c-14ea-41a5-ab8d-bc279adb4147,갑상선의 악성신생물이 림프절로 전이되어 C77으로 진단된 경우에 어떤 보험금을 받을 수 있을까?,['갑상선의 악성신생물이 림프절로 전이되어 C77으로 진단된 경우에는 상세불명의 악성신생물(암)으로 보험금을 받을 수 있습니다.']
[['b68bd8e5-ad08-4d5f-9a75-3b1551e497f3']],49285bcf-0705-46eb-80be-f969784e7962,어떤 경우에는 표적항암제를 처방 받고 약물이 투여되었을 때 보험금을 지급받을 수 있나요?,['표적항암약물허가치료를 받았을 때 표적항암제를 처방 받고 약물이 투여되었을 때 보험금을 지급받을 수 있습니다.']
[['5c2d90a1-513c-4e1e-968a-a827feef54e9']],0882ace2-b52e-4c6d-aa5f-dee6282a2048,어떤 경우에 보험수익자가 암 생활비 보장급여금을 선지급 받을 수 있는가?,['보험료 산출 시 적용한 이율로 할인한 금액과 평균 공시이율로 할인한 금액 중 큰 금액을 일시금으로 지급받을 수 있는 경우입니다.']
[['1ba49b91-53f5-4f67-866c-8da2f4ca9a6c']],c36a1386-bbbb-4f48-b25f-32c285623768,보험금 지급사유 중 피보험자가 심신상실 등으로 자유로운 의사결정을 할 수 없는 상태에서 자신을 해침으로써 보험금 지급 사유가 발생했을 때 어떤 조치가 취해지나요?,['해당 보험금을 지급하거나 보험료의 납입을 면제합니다.']
[['ad2d1d44-c108-4983-9fb9-1f8df65b6d95']],4b501b83-8a99-4dc9-ac55-dcfe4fa34059,"간편 허혈심장질환진단특약Plus50(무배당, 해약환급금 미지급형)의 특약보험기간이 소멸되는 경우는 무엇인가?",['피보험자의 간편 허혈심장질환진단특약.']
[['9961f4b9-d1fd-4f51-b8d4-5720ab108990']],67a9142a-c78c-4879-9abc-fd82b4b0b4f3,SHINHAN LIFE 1112 상품의 특약에 대한 내용은 무엇인가?,"['(간편)중증질환자[뇌혈관질환]산정특례대상보장특약(무배당, 갱신형)입니다.']"
[['c53759ae-dcf0-43dc-b491-64e5dd31ffa7']],30e0b332-e18b-495d-8f64-6479e54e5447,간호·간병통합서비스 사용일수 특약보험가입금액의 1%에 해당하는 경우 최초계약일부터 몇 년 이상이 지난 후에 재해 지급사유가 발생했을 때 어떻게 되는가?,"['최초계약의 간편심사형에 해당하는 경우, 최초계약일로부터 2년 미만에 발생한 경우에는 특약보험가입금액의 1%를, 2년 이상부터는 0.5%를 지급하게 됩니다.']"
[['63ea396f-37bf-4189-8216-59113d2f5672']],172177d2-e3bc-4448-a3ba-237f207ddcd5,간편 대질병수술보장특약 무배당 해약환급금 미지급형 미지급형)의 상품명은 무엇인가?,"['간편 대질병수술보장특약(무배당, 미지급형).']"
[['f07fbff6-0fc4-49ac-aab2-49644074fa51']],6af86476-b3a2-440a-b2e1-954206c2bd0c,"보험가입자가 보험가입 당시와 이후에 직업이나 직무에 변경이 있는 경우, 미리 회사에 알려야 하는 이유는 무엇인가요?","['보험가입자가 직업이나 직무에 변경이 있는 경우, 보험계약의 무효화 또는 해지 등의 불이익을 방지하기 위해 미리 회사에 알려야 합니다.']"
[['6ee30424-0e27-4a11-a292-aeb7e05bc4b2']],a83cd5b7-8dc6-4ad6-80dc-aab115506341,특정 급성심근경색증 혈전용해치료 보장계약은 어떠한 내용을 포함하고 있는가?,['혈전용해치료 관련 보장을 포함하고 있습니다.']
[['37510d6c-18b8-449b-a0b7-0544ef2aa774']],4d0f1b4c-071b-4214-8746-1b9b7d25961a,언제 계약자적립액 등을 지급하지 않는가?,['특약보험기간 중 피보험자의 사망으로 이 특약이 소멸하는 경우에는 계약자적립액 등을 지급하지 않습니다.']
[['88200123-118a-4233-9088-a7f6c1d73d81']],7fd86085-4af2-4e4c-97e9-cb07bf780b79,암 보험금의 지급기간은 어떻게 되는가?,"['최초 진단확정일로부터 최대 5년간, 연간 최대 5회에 한하여 지급함.']"
[['18751c4f-42cf-44f9-8f31-0076d9621cf7']],76dbab32-22e8-4b68-9e21-d8a33a90c4a1,보험가입자가 사망했을 때 주계약이 해지된 경우 이 특약은 어떻게 처리되는가?,['주계약이 해지된 경우 특약은 그때부터 효력이 없습니다.']
[['2502d47c-e266-4ddf-a0d0-6eb7c511a87e']],56502945-08df-402f-8077-31e490ea7ad8,뇌전증 분류표의 페이지 번호는 몇 번인가?,"['1,589페이지.']"
[['57abfc94-6f15-4903-b5fa-53ee4445884b']],e3167ed3-dad9-4727-980f-b5690abbc9f2,신한 라이프 1396 상품은 어떠한 특약을 포함하고 있나요?,"['(간편)허혈심장질환진단특약Plus50(무배당, 해약환급금 미지급형)을 포함하고 있습니다.']"
[['1b67ba89-c5a9-48d8-8880-ce97b1b09baf']],d0496b94-855b-4c0e-b29f-beedca51d243,"""사망시 계약자적립액 지급형 상품""이란 어떤 상품을 말하는 것인가?",['사망시 계약자적립액이 지급되는 상품을 말한다.']
[['b4dd98e3-6aa0-4a90-b012-55e8f0603778']],c9b19b0a-d398-4563-be3d-1f93c30964c9,"보험설계사가 모집자에게 설명한 내용에 대해 계약자가 확인을 했을 때, 무엇을 해야 하는지 설명해 주세요.",['계약자는 위 내용에 대해 확인 확인[계약자]하여 20년월일에 서명을 해야 합니다.']
[['569736db-0f23-4e72-94f2-8e0f60d23d00']],aa102394-2b65-4139-8cdb-d9f23aae73d8,"특약보험기간 중에 피보험자가 사망한 경우나 주계약이 해지, 무효, 취소 또는 철회된 경우에 대한 특약의 효력은 어떻게 되는가?",['해당 특약은 그때부터 효력이 없습니다.']
[['1def92d4-dfbd-49c7-aa11-58743383c3a3']],6404ee6d-d426-4761-93c7-9fff8b932841,보험료 납입기간이 10년 미만이고 90세를 초과할 경우 어떤 상품에 가입할 수 없는가?,['주계약 및 선택특약(갱신형 제외) 상품에 가입할 수 없다.']
[['71508006-25fb-46a4-88d2-4372b6b43082']],1c3648cc-8389-41a7-b4aa-6c5bdb1569e8,특약보험기간 중 피보험자의 사망으로 이 특약이 소멸하는 경우에는 무엇이 지급되지 않습니까?,['계약자적립액 등을 지급하지 않습니다.']
[['b5706c7c-8c9d-433c-9f22-9d75d0c45a5c']],50b900bf-e078-4849-9571-68a2cc4b1799,갱신계약의 암보장개시일은 언제부터 얼마나 되는가?,['최초계약의 계약일부터 그날을 포함하여 90일이 지난날로 합니다.']
[['e39cd7dc-44a4-482b-8f9e-96ecd0a125e5']],0372552b-de5c-4b03-95a6-1c27198a4a08,입원일수 1일당 지급사유가 발생할 경우 특약보험가입금액의 어떤 비율이 지급되는가?,"['특약보험가입금액의 0.5%, 0.6%, 0.3% 중 하나가 지급됩니다.']"
[['c70bd8a0-c56a-4011-a5ea-3d4a9b5a0992']],d03f1670-bac6-4518-b492-0a076524c10b,SHINHAN LIFE 334 상품의 질병진단특약은 무엇인가요?,"['(간편)[기본]뇌혈관질환진단특약(무배당, 갱신형) 335.']"
[['9911f3f7-1e0c-49ed-b9cb-dbacc34c2eb4']],db01c92d-8334-4636-9d7e-c812b376431c,이 상품의 특이사항은 무엇인가요?,['상품의 특이사항은 보험약관 등의 기초서류에 기재된 주요내용을 요약한 것이므로 구체적인 내용은 반드시 보험약관 등을 참조하시기 바랍니다.']
[['164299ee-5eb3-415c-a439-9482699baa06']],7decf9a9-5b7c-4cd7-adb9-26aeddc2b348,특약보험기간 중 피보험자의 사망으로 이 특약이 소멸하는 경우에는 어떤 금액을 지급하지 않습니까?,['계약자적립액 등을 지급하지 않습니다.']
[['7924ff6a-6e0e-4a02-8f27-9d70a4de4bbe']],48650be8-66ff-482a-982b-e04c1d121d7a,보험계약에서 보험금을 받기 위한 의무 사항은 무엇인가?,"['계약 알릴 시, 보험금 지급거절 및 해지로 인한 위반에 대해 전재되었어요.']"
[['df7f6f25-0127-43db-a92e-d9061f1de0d4']],c6d128ef-ecd5-4459-b96f-3d085edb5be7,대질병으로 보장되는 질병 중 하나는 무엇인가?,['대장점막내암.']
[['d528e2c6-03b1-4e32-8145-ec96699badf9']],1872bcf7-b267-4369-b061-5a2d57506d8d,계약기간이 1년 미만인 경우에는 어떤 시점까지를 말하는 것인가?,['계약일부터 1년이 되는 시점의 계약해당일의 전날까지.']
[['b9bc4cc2-e15e-4ba2-8436-d4d85a72eb1f']],273f226f-c954-462e-b8b1-e7af36a4f6e0,"보험상품 관련 사업방법서와 상품요약서에 따르면, 회사가 계약자에게 해약환급금 내용에 대해 충분한 설명을 하는 조건은 무엇인가요?",['별첨 제 호에 따른 계약자 확인서를 받는 것.']
[['66fb6c43-44ec-478d-8de1-c4fd01e19ffd']],67fd917a-00a8-41b2-a4c2-7f6386795833,"일반형 일반심사보험을 가입하고 싶은 경우, 어떤 조건을 충족해야 하는가?",['계약자 또는 피보험자는 계약의 계약일부터 3개월 이내에 당사 일반심사보험을 대상으로 일반계약심사를 받아야 한다.']
[['ab97e2d5-56c2-4b4d-8b60-f2e552b468b8']],9387d10b-8ee0-4266-b1d6-61271d9626d3,"신한올터치종합건강보장보험(무배당, 해약환급 해약환급금)와 신한큐브종합건강보장보험(무배당, 해약환급금 미지급형) 중에서 해약환급금이 미지급되는 상품은 무엇인가?","['신한큐브종합건강보장보험(무배당, 해약환급금 미지급형).']"
[['039221cf-f262-4903-9428-76cda5cbb7b8']],17b9671d-fbb7-410d-b98e-7ba59b22e5c2,간편 기본 소액암진단특약의 지급사유는 무엇인가?,['소액암 진단급여금.']
[['577d22fa-26a3-4454-a995-578863683a06']],da950e54-f853-4429-bd56-f9dd2e584923,여성유방암 진단급여금의 지급금액은 어떻게 결정되는가?,"['특약보험기간 중 피보험자가 암보장개 시일 이후에 ""여성유방암""으로 진단확정된 경우, 특약보험가입금액에 따라 다르게 결정된다.']"
[['145c1544-534b-479b-a795-a9a9eb595f11']],a8cc3da2-3136-4614-b128-c2ecf46611d6,암수술급여금의 회당 지급금액은 어느 정도인가?,['암수술급여금의 회당 지급금액은 특약보험가입금액의 10%이다.']
[['a2b41827-e9bc-4cdc-892e-e77d46ac557c']],710b24a0-7f61-4bd8-87e1-067ed4a77d26,신한간편가입큐브종합건강보장보험의 특약보험가입금액은 무엇을 의미하는가?,['특약보험가입금액은 보험료를 낼 때 적용되는 금액을 의미합니다.']
[['a0fe3bfd-d023-4e1f-be8f-aa2a4a2aa436']],b1e8c2aa-fb3c-4f57-a3c1-bbde71af778c,간편심사보험은 어떤 특정 대상을 대상으로 하는 보험 상품인가요?,['유병력자 또는 고연령자 등 일반심사보험에 가입하기 어려운 피보험자를 대상으로 합니다.']
[['76513a8b-79d7-4ce4-9fb7-8fdff5606d41']],335fea88-78fd-47c8-ab6e-df536740b07e,중증 갑상선암 보장개시일은 최초계약의 계약일로부터 어떤 날부터 시작되는가?,['최초계약의 계약일부터 90일이 지난 다음날부터 시작됩니다.']
[['edb2db67-7f53-4ed8-8b13-58e8317ed28e']],52301f1b-3048-436e-8208-de2d20586ff7,간병인사용입원(요양병원) 보장계약의 가입금액 기준은 얼마인가?,['100만원 기준입니다.']
[['f9c210e1-ac83-47ba-b32e-9ee381b39426']],7153cdc7-3c92-4798-98a7-423774641291,신한라이프 소액암진단특약의 상품번호는 몇 번인가?,['상품번호는 2212152200000003198부터 2212152200000003204까지 순차적으로 증가합니다.']
[['ba437489-2633-4257-958e-491adbd88ab6']],9a105566-a84a-41d3-afed-5871f6296536,급여6대질병진단검사지원특약의 보험회사는 무엇인가?,['신한생명.']
[['8ae14560-1b05-4a70-acc8-28b7adff92ff']],bccdad06-6240-4686-b56e-06306a094fee,본인일부부담금 산정특례 심장질환의 약제성분에 대한 표는 몇 번인가?,['[별첨2] 표 91.']
[['0ab5b302-8cfc-4356-9a16-896bceb9280b']],b1532810-2309-4e80-b93c-e4a777612e1a,중증 갑상선암 보장개시일은 언제부터 시작되는가?,['중증 갑상선암 보장개시일은 계약일 부활 효력회복 일부터 시작하여 90일이 지난날부터 해당됩니다.']
[['6098e2c2-7633-4857-959f-d375a406c754']],0e300e21-6221-4cf1-b0d9-da565cbc16e9,"종 보장계약 보장계약 중 가입금액이 10,000만원인 경우 5종수술급여금은 얼마인가?","['1,000만원 (수술 1회당).']"
